,title,id,language,ontologyId,resultType,access,distance,categories,references,address.label,address.countryCode,address.countryName,address.stateCode,address.state,address.county,address.city,address.district,address.subdistrict,address.street,address.postalCode,position.lat,position.lng,contacts,chains,address.houseNumber,address.building
76,Sai Sikhara's Sikhara Heights,here:pds:place:356jx7ps-3c673811d9540d1d205adf4e4794a5ac,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3894, 'lng': 78.4931}]",3787,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1105738563'}]","Sai Sikhara's Sikhara Heights, Bagh Lingampally Road, Mahalaxmi Nilayam-Chappal Bazar, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Mahalaxmi Nilayam-Chappal Bazar,Bagh Lingampally Road,500027,17.38941,78.49307,,,,
77,Nasreen Gulshan,here:pds:place:356jx7ps-c66ac590cfb30184a316e9ec98c53bb1,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39211, 'lng': 78.46066}]",3790,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110405932'}]","Nasreen Gulshan, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,,500001,17.39213,78.46052,,,,
78,Sarojana Nilayam,here:pds:place:356jx7ps-87d1ca2d0517011c11eff92678bd5336,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38841, 'lng': 78.49511}]",3796,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1105740464'}]","Sarojana Nilayam, Mahalaxmi Nilayam-Chappal Bazar, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Mahalaxmi Nilayam-Chappal Bazar,,500027,17.38825,78.49503,,,,
79,Metro Apartments,here:pds:place:356tepff-6ad38bf90ee14e348c4379c5d33e207d,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38908, 'lng': 78.49365}]",3800,"[{'id': '700-7200-0324', 'name': 'Apartment/Flat Rental', 'primary': True}]",,"Metro Apartments, Mahalaxmi Nilayam-Chappal Bazar, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Mahalaxmi Nilayam-Chappal Bazar,,500027,17.38918,78.49368,,,,
80,Anand Swaroop Nivas,here:pds:place:356jx7ps-aa1054390ed100e0c3319ddd194d7a91,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38916, 'lng': 78.49346}]",3800,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1139179274'}]","Anand Swaroop Nivas, Mahalaxmi Nilayam-Chappal Bazar, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Mahalaxmi Nilayam-Chappal Bazar,,500027,17.38928,78.49352,,,,
81,Hameed Villa,here:pds:place:356jx7ps-ba9530b2d99b021543f4dbeb7d1e357f,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39228, 'lng': 78.46069}]",3807,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069895778'}]","Hameed Villa, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,,500001,17.39231,78.46055,[{'phone': [{'value': '+914023345797'}]}],,,
82,Sree Krishnas Noble Plaza,here:pds:place:356jx7ps-c6e2bc455b8c0f2cfed949bc38ed61e5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38902, 'lng': 78.45399}]",3808,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1099977992'}]","Sree Krishnas Noble Plaza, Natraj Nagar, Asif Nagar, Hyderabad 500028, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Asif Nagar,Natraj Nagar,,500028,17.38899,78.454,,,,
83,Zam Zam Residency,here:pds:place:356tepfc-424c6f9cedd347a3bdf22831798abd13,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39226, 'lng': 78.46035}]",3815,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1100400238'}]","Zam Zam Residency, Zam Zam Residency, 11-3-632, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,,500001,17.39231,78.46036,,,11-3-632,Zam Zam Residency
84,Shafi-Villa,here:pds:place:356jx7ps-6cc5ecf4c34d0fb496d8cf8d38f0adab,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39231, 'lng': 78.46144}]",3820,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1100400008'}]","Shafi-Villa, New Malla Ball Road, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,New Malla Ball Road,500001,17.39249,78.4607,,,,
85,Sameena Manzil,here:pds:place:356jx7ps-6a35ebfe357508175002ba2b56a4c628,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39382, 'lng': 78.46451}]",3838,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110405834'}]","Sameena Manzil, Red Hills-Devi Bagh, Lakdikapul, Hyderabad 500004, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Lakdikapul,Red Hills-Devi Bagh,,500004,17.39385,78.46441,,,,
86,R. K. Complex Association,here:pds:place:356tepff-e84db67e220e4ed9ade0319a16e126d1,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39024, 'lng': 78.49266}]",3846,"[{'id': '700-7250-0136', 'name': 'Business Facility', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}, {'id': '900-9300-0221', 'name': 'Residential Area/Building'}]","[{'supplier': {'id': 'core'}, 'id': '1024015111'}, {'supplier': {'id': 'core'}, 'id': '1220372859'}]","R. K. Complex Association, Kachiguda Railway Station Road, Lingampally, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Lingampally,Kachiguda Railway Station Road,500027,17.39027,78.49266,,,,
87,S. K. Residency,here:pds:place:356jx7ps-6202c619697b0d6c260cb1e923a2f8c1,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39245, 'lng': 78.4615}]",3854,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069954314'}]","S. K. Residency, New Malla Ball Road, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,New Malla Ball Road,500001,17.39283,78.46073,,,,
88,Yousuf Ali,here:pds:place:356jx7ps-ba56d42edca7036c3e7014529ae73816,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39451, 'lng': 78.4818}]",3856,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1137921001'}]","Yousuf Ali, Hyderguda-Old Mla Quarters, King Koti, Hyderabad 500029, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Hyderguda-Old Mla Quarters,,500029,17.39448,78.48178,,,,
89,Hima Sai Kailash,here:pds:place:356jx7ps-0a69a0e23e6100f6f19965944d6047be,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39099, 'lng': 78.49175}]",3868,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110411876'}]","Hima Sai Kailash, Lingampally 14th Street, Lingampally-Parvarish Bagh Colony, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Lingampally-Parvarish Bagh Colony,Lingampally 14th Street,500027,17.39099,78.49178,,,,
90,Sohel Salahuddin,here:pds:place:356jx7ps-09e72a18b7b709e0078a65848eed30aa,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39279, 'lng': 78.45996}]",3884,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069895924'}]","Sohel Salahuddin, Jamia Masjid Road, New Mallepally-Gokul Nagar, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally-Gokul Nagar,Jamia Masjid Road,500001,17.39282,78.45996,,,,
91,Tawakkal Manzil,here:pds:place:356jx7ps-772d0bf90d080216d5f3915e29a7cbe6,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39279, 'lng': 78.45945}]",3902,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110415586'}]","Tawakkal Manzil, Jamia Masjid Road, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,Jamia Masjid Road,500001,17.39279,78.45945,,,,
92,Basheer Manzil,here:pds:place:356jx7ps-4791400f62d108261e95bbb41c97c999,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.38374, 'lng': 78.50183}]",3922,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1146232921'}]","Basheer Manzil, Old Malakpet-Aphb Colony, Malakpet, Hyderabad 500036, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Malakpet,Old Malakpet-Aphb Colony,,500036,17.3839,78.5018,,,,
93,Bait-Ul-Khair,here:pds:place:356jx7ps-8d5434029ffc0b8bd45c8a68b43d9f46,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39204, 'lng': 78.4569}]",3928,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110408321'}]","Bait-Ul-Khair, New Mallepally-Mozampura, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally-Mozampura,,500001,17.39193,78.45698,,,,
94,Taj Muskan Complex,here:pds:place:356jx7ps-4309d6c28b0a05e374141c4264cf6853,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39448, 'lng': 78.46304}]",3947,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1069895883'}]","Taj Muskan Complex, Red Hills-Farooq Nagar-Bazar Ghat, Lakdikapul, Hyderabad 500004, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Lakdikapul,Red Hills-Farooq Nagar-Bazar Ghat,,500004,17.39448,78.46301,,,,
95,A. P. Residency,here:pds:place:356jx7ps-a54e599a6e400517b0c6154e35a4e540,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39201, 'lng': 78.4914}]",3949,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1103331824'}]","A. P. Residency, Lingampally No 12 Street, Lingampally-Basant Nagar Colony, Kachiguda, Hyderabad 500027, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Kachiguda,Lingampally-Basant Nagar Colony,Lingampally No 12 Street,500027,17.39201,78.4914,,,,
96,Qaim Manzil,here:pds:place:356jx7ps-6a08d564fd0d02ced22c97c78be25cb5,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39564, 'lng': 78.48175}]",3978,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110412445'}]","Qaim Manzil, Hyderguda-Old Mla Quarters, King Koti, Hyderabad 500029, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Hyderguda-Old Mla Quarters,,500029,17.39561,78.48174,,,,
97,K P M Residency,here:pds:place:356jx7ps-6c94bfef563b02c1398180c930bcdbb7,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39563, 'lng': 78.48183}]",3979,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110412444'}]","K P M Residency, Hyderguda-Old Mla Quarters, King Koti, Hyderabad 500029, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,King Koti,Hyderguda-Old Mla Quarters,,500029,17.3956,78.48183,,,,
98,Ramchander House,here:pds:place:356jx7ps-dfeeffd86287090920acf718732b07cb,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.39663, 'lng': 78.4727}]",4011,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1111563487'}]","Ramchander House, Chapel Road, Fateh Maidan, Abids, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Abids,Fateh Maidan,Chapel Road,500001,17.39664,78.47274,,,,
99,Samreen Estate,here:pds:place:356jx7ps-5a4073d17827036ddb2e6a13d27fb705,en-GB,here:cm:ontology:apartment_rental_flat_rental,place,"[{'lat': 17.3929, 'lng': 78.4572}]",4014,"[{'id': '900-9300-0221', 'name': 'Residential Area/Building', 'primary': True}, {'id': '700-7200-0324', 'name': 'Apartment/Flat Rental'}]","[{'supplier': {'id': 'core'}, 'id': '1110406271'}]","Samreen Estate, Shan Talkies Road, New Mallepally, Mallepally, Hyderabad 500001, India",IND,India,TS,Telangana,Hyderabad,Hyderabad,Mallepally,New Mallepally,Shan Talkies Road,500001,17.3929,78.4572,,,,
